id,user__username,visit_date,company__sales_diary_company_code,sales_type,location,main_item,meeting_notes,tags,created_at
190,250015,2025-05-20,C0000118,전화,수도권,"계육(다리정육, 조각정육 등)
","브라질 계육 조류독감으로 인한 공급 안정성 제기
 - 매입처 ‘아스트로스’ 재고 확인 및 단가 확인 -> 7,000원
 - 차주 월요일 단가 올려 진행 예정",없음,2025-06-13 15:12:51
189,250015,2025-05-20,C0000110,전화,수도권,"브라질 목살, 닭정육, 미국산 목전지, 삼겹 등
","브라질 계육 조류독감으로 인한 매입 요청 -> 차후 안정화 예상되어 소량 발주로 변경
 - 유럽산 삼겹 샘플 피드백 : 리테라 개별 삼겹 진행했으나 스펙이 맞지 않아 반품 요청 -> 불가 안내
 - 웨스트포트 삼겹 추가 진행
 - 그로스삼겹, 오로라목살 출고 진행",없음,2025-06-13 15:12:51
188,250015,2025-05-19,C0000117,대면,수도권,"브라질 다리정육, 조각정육, 장각 등
","브라질 조류독감으로 인한 출고 중지 관련 협의
 - 오로라 수입처로 오로라 조합장 및 영업이사 상해 푸드쇼 방문으로 상해 방문
 - 오로라 닭정육은 현재 재고가 없고 들어올 예정 없음
 - 최근 런칭한 비브라 조각정육은 재고 있으나 현재 출고 중지 -> 가능 시점 오픈 예정",없음,2025-06-13 15:12:51
187,250015,2025-05-19,C0000126,대면,수도권,"브라질 다리정육, 조각정육, 장각 등
","브라질 조류독감으로 인한 출고 중지 관련 협의
 - 원료육 단가 내부 협의 진행 중이며 6,000원 – 6,500원 대 예상
 - 공장 사용분을 대폭 줄이고 유통 물량 확대할 것으로 예상됨(공장 가동률 대폭 감소 예정)",없음,2025-06-13 15:12:51
186,250015,2025-05-16,C0000125,전화,영남권,"브라질 다리정육, 조각정육, 장각 등","브라질 정육 가공장
 - 브라질 조류독감으로 인한 출고 중지 관련 협의
 - 차주 가공용 닭정육 발주 협의",없음,2025-06-13 15:12:51
185,250015,2025-05-15,C0000118,전화,충청권,"계육(다리정육, 조각정육 등)","이번주 750박스(9톤, 40백만원) 출고 진행
 - 이슈 : 물류창고 밀치기로 박스 파손 일부 발생 -> 단가 보존으로 이슈 보완",없음,2025-06-13 15:12:51
184,250015,2025-05-15,C0000121,대면,수도권,국내산 닭,"치킨 프랜차이즈 ‘푸라닭‘ 본사(매장 : 720여개)
 - 최근 신메뉴 1종에 한하여 수입산 전환 검토하고 있어 유럽산, 브라질산 제안
 - 내부적으로 거래처를 늘리고 있지 않은 방침이 있어 기존의 ‘태영푸드서비스’ 와 거래 예정
 - 지속적으로 컨택 포인트 유지",없음,2025-06-13 15:12:51
183,250015,2025-05-14,C0000124,방문영업,영남권,"계육(다리정육, 조각정육 등), 확인 필요
","완자 생산을 메인으로 하는 대구에 있는 가공장
  - 계육 다리정육 제안 진행 중
  - 이외 사용 가능한 제품 제안 추진",없음,2025-06-13 15:12:51
182,250015,2025-05-14,C0000123,대면,충청권,"다리정육, 장각 등","시에라 장각 매입으로 미팅 진행
  - 현재 모두 계약 재고여서 이외 출고 불가하나 이후 물량 검토",없음,2025-06-13 15:12:51
181,250015,2025-05-13,C0000122,방문영업,수도권,"계육(다리정육, 조각정육 등)","장각 입고로 장각 출고 진행
  - 장각 재고 수량 부족 예상되어 매입 진행 필요
  - 신규품목 시에라 조각정육 출고 진행 완료 ",없음,2025-06-13 15:12:51
180,250015,2025-05-13,C0000114,방문영업,수도권,시에라 다리정육,"신규 코드 개설 진행 경과 확인
  - 최근 브라질 정육 시세 공유 및 안내
  - 조각정육 추가 제안",없음,2025-06-13 15:12:51
179,250015,2025-05-12,C0000118,전화,충청권,"계육(다리정육, 조각정육 등)
","신규코드 개설 완료
 - 출고 실시(비브라 조각정육 4톤, 20백만원 매출 확정)
 - 보증보험 가입 진행",없음,2025-06-13 15:12:51
178,250015,2025-05-12,C0000121,대면,수도권,국내산 닭,"치킨 프랜차이즈 ‘푸라닭‘ 본사(매장 : 720여개)
 - 최근 신메뉴 1종에 한하여 수입산 전환 검토(깐풍치킨 메뉴)
 - 태국산 통날개 요청을 했으며 태국산 이외 유럽산, 브라질산도 함께 제안
 - 추가적으로 윙, 봉 원물 제품 모두 제안
 - 국내산 사용 업체로 마케팅이 된 업체여서 내부 협의가 필요할 것으로 예상됨
 - 버거프랜차이즈 ‘움버거’(매장 20개) 브라질산 원료육 사용하여 패티 제조 확인",없음,2025-06-13 15:12:51
177,250015,2025-05-09,C0000120,대면,수도권,"계육(다리정육, 조각정육 등)","브라질 계육 다리정육 출고 협의
 - 장각 소량 찾고 있어 통관 일정 안내 완료",없음,2025-06-13 15:12:51
176,250015,2025-05-09,C0000119,대면,영남권,"브라질 계육, 외국산 목살, 삼겹 등
","브라질 계육 다리 정육 출고 협의 
 - 다리정육 단가 인상으로 보류 되었으나 차주 진행하는 것으로 협의 완료(5톤)
 - 삼겹 및 목살 추가 제안",없음,2025-06-13 15:12:51
175,250015,2025-05-08,C0000118,전화,충청권,"계육(다리정육, 조각정육 등)","거래는 없었으나 지속적으로 컨택 포인트는 있었던 업체
 - 브라질 다리 정육 -> 조각정육으로 전환 영업 추진
 - 당사 유통재고는 없어 6월 선적분 계약 협의도 진행
 - 신규 코드 개설 진행 등 제반업무 실시",없음,2025-06-13 15:12:51
174,250015,2025-05-08,C0000115,대면,수도권,진공 돈전지,"진공전지 제안 완료
 - IBP 전지 제안했으나 기름이 많았어서 사용 하고 있지 않은 것으로 확인
 - 볼살 샘플 협의",없음,2025-06-13 15:12:51
173,250015,2025-05-08,C0000117,대면,수도권,"AURORA 삼겹, 돈목잡, 전지, 다리 정육 등","브라질 할당관세 관련하여 내용 공유
 - 제조용 돈목잡 5,600원에 양수도 가능 내용 공유
 - 오로라 오퍼 수량 50% 감소",없음,2025-06-13 15:12:51
172,250015,2025-04-30,C0000110,대면,수도권,"삼겹, 돈목잡, 목전지, 다리 정육 등","5월 2일 선발주 : 시보드 목전지, 브라질 전지, 돈목잡, DS 삼겹 납품 예정
 - 국내산 전지 신규 납품 요청 : 상차지가 인천이며 수량이 적어 어려움 겪고있음
 - 삼겹 일 2톤 사용 요청 (월 40톤 및 매출 320백만원)
    당사 삼겹 재고 부족으로 인해 다른 제품 매입 이후 제안 필요해보임(5월 10톤 사용 가능, DS+그로스)",없음,2025-06-13 15:12:51
171,250015,2025-04-29,C0000116,대면,수도권,브라질 다리정육,"대상 계열사로 최근 브라질 계육 신규 진행하여 미팅 진행, BRF 다리정육 차츰 늘리는 것으로 협의(시에라는 축소)
 다리정육 재고가 적은 6월, 7월은 공동 매입을 통해 경쟁력있는 단가 공동 확보 협의",없음,2025-06-13 15:12:51
170,250015,2025-04-29,C0000115,대면,수도권,"진공전지, 볼살 등 확인필요","프랜차이즈 본사(국밥FC 70호, 샌드위치 FC 30호 등)
5월 연휴 이후 사용 가능한 진공전지 리스트 받을 예정이며 특수한 제품 제안 요청(볼살, 뒷고기 등)",없음,2025-06-13 15:12:51
169,250015,2025-04-28,C0000114,대면,수도권,시에라 다리정육,"영계소문통닭 운영 중인 프랜차이즈 본사 및 가공장으로 국내산 통닭 위주 업체이나 닭강정 제품은 전체 브라질 산 사용 중
  - 입고 조건이 중요하여 입고 관련 이슈 있음
  - 물류 업체와 협의를 통해서 해결
  - 신규 코드 개설 진행   ",없음,2025-06-13 15:12:51
168,250015,2025-04-25,C0000113,방문영업,수도권,"30-40 조각정육, 다리 정육 등
","30-40 조각정육 현재 단가 경쟁력 있어 상기 작성 거래처(삼다씨디에프앤비, 태성그린주식회사) 영업 진행
참트레이딩 매출 예정인 20-25 조각정육 구매 협의 완료",없음,2025-06-13 15:12:51
167,250015,2025-04-25,C0000112,방문영업,서울,"30-40 조각정육, 다리정육 등",없음,없음,2025-06-13 15:12:51
166,250015,2025-04-23,C0000111,대면,수도권,브라질 정육,"브라질 닭정육 신규 매입처
현재 구매경쟁력은 높으나 결제 조건이 맞지 않아 재협의 필요 ",없음,2025-06-13 15:12:51
165,250015,2025-04-25,C0000110,대면,수도권,"저가삼겹, 시보드 목전지, 닭정육","금요일 출고분 단가 협의
청정 DS포크 반품 이슈 : 지속적으로 미추리 삼겹 발생(2박스 분량), 이자 발생",없음,2025-06-13 15:12:51
164,250017,2025-06-05,C0000100,대면,수도권,"AMH S 목심, 스미스목전지 / 국내산냉동 후지,전지 외",1. 국내산 냉동후지 외 전지 3톤 요청 2. 수입육 납품시 면장(관세 서류) 제출 필수(대한항공 기내식 주력 납품) 3. AMH  S 목심 월 20톤 사용중(면장 제출 필수 / 당사 직수입 가능 여부 검토),없음,2025-06-13 15:12:51
163,250017,2025-06-05,C0000101,대면,수도권,국내산 냉동후지.호주산 정육.미산 목전지,1. 스위프트 쿠션 벌크전지 1FCL 제안 2. 샘플 20박스 테스트 및 협의예정,없음,2025-06-13 15:12:51
162,250017,2025-06-04,C0000091,대면,수도권,"국내산 냉동돈육 (등심,지후지) / 호주산 정육 외",1. 7월 출시 신메뉴 당사 DS포크 삼겹 사용 확정 / 7월 본 생산 진행시 월 100박스 사용 예정 2. 국내산 냉동 지후지 / 냉동 등심 시세 안내 및 제안 / 검토,없음,2025-06-13 15:12:51
161,250017,2025-06-02,C0000151,대면,수도권,"국내산 외 캐나다냉장삼겹,목살,호주S홍두깨,미산CH알목심,호주볼라전각,호주차돌박이,미산CH갈비 외","1. 마트 내 수수료매장 / 본사: 마장동 소재 으뜸축산(한우,한돈육가공) / 남양주,의정부,안양등 수도권20개 마트  입점 2. 수입육  매입처: 유엔아이 3. 직수입상품 DS포크 위주 제안 예정",없음,2025-06-13 15:12:51
160,250017,2025-06-02,C0000109,대면,수도권,"국내산 냉장돈육 / 수입육(냉장,냉동) 다수",1. 5월 매출 102백만 / 60백만 수금 / 잔여42백만 6월10일 이내 수금 협의  2.서울보증보험 진행 협의(50~100백만) / 담보금액 조회 예정 으뜸축산(대대로마트),없음,2025-06-13 15:12:51
159,250017,2025-05-30,C0000098,대면,수도권,란툴로인립 / 미산 삼겹양지 / 스미스목전지 / 리테라목뼈,"1) 5월 매출 38백만 / 2.3%_x000B_2) 6월 매출 50~60백만 목표(목전지,목뼈,삼겹양지)",없음,2025-06-13 15:12:51
158,250017,2025-05-29,C0000108,대면,수도권,티칸 무연골 삼겹(세절육 2*2cm) / 미산 목전지 / 호주 우둔,"1. 경기광주 본사(영,호남센터 / 충청센터) _x000B_2. FC 고돼지 (수도권 30개 매장) 물류사_x000B_3. 덴마크 무연골 삼겹 세절육 전용상품 공급중_x000B_4. 세절육(전용상품) 매입가 8,500원(원육 시세  7,500원)_x000B_5. 덴마크 무연골 삼겹 국내 쇼트 및 향후 수급 어려움 예상 (오퍼 물량 적음) _x000B_6. 덴마크 이겹살 제안 및 검토",없음,2025-06-13 15:12:51
157,250017,2025-05-28,C0000107,대면,수도권,미지정,1. FC 고돼지 식자재 납품처 엔에스푸드 소개 요청_x000B_2. 사용품목 확인 및 제안,없음,2025-06-13 15:12:51
156,250017,2025-05-28,C0000098,대면,수도권,란툴로인립 / 미산 삼겹양지 / 스미스목전지 / 리테라목뼈,1. 5월 매출 38백만 / 2.3%_x000B_2. 6월 매출목표 50~60백만 계획_x000B_3. 국내산 냉동돈육 매입 / 매출 협의,없음,2025-06-13 15:12:51
155,250017,2025-05-27,C0000093,대면,수도권,AMH4.384 볼살 / 울워스 양지백립 / 내셔널 양지늑간 / AMH 곱창 / 티스 깐양,"1. 5월 매출 15백만(혜윰 완제품 출고 부진 / 재고 과다 / 하절기 국,탕 수요 감소 시작)_x000B_2. 로컬매입 상품 단가 차이에 의한 매출 부진(시세 하락세 대응 부족)_x000B_3. 6월 주력 상품 볼살 단가 오름세 예상으로 비축 9.5톤 제안",없음,2025-06-13 15:12:51
154,250017,2025-05-26,C0000096,대면,수도권,"호주목심,볼라전각,스페인항정,미산목전지 외","1) 사디아정육 6,000원 200개 출고 요청_x000B_2) 6월 1주 국내산냉동후지  5톤 기준 4,850 매입 협의(시세 5,100~5,200)",없음,2025-06-13 15:12:51
153,250017,2025-05-26,C0000095,대면,수도권,"AMH S 목심 / 미산 갈비 / 호주산정육 / 국내산우육,돈육냉동,냉장","1) JBS 벌크전지 2FCL 제안 및 사디아정육 6,000원 제안 2) 벌크전지 3FCL 재고중으로 현재 받기 어려움 / 사디아 정육만 300~600개 요청 3) 해당 단가 공급 조건 벌크전지  최소 1FCL 인수 안내",없음,2025-06-13 15:12:51
152,250017,2025-05-23,C0000098,대면,수도권,"미산 삼겹양지 ,목전지 / 국내산 돈육",스위프트목전지 100박스 제안 / 스미스목전지 출고일정 협의 / 국내산 냉동후지 단가협의,없음,2025-06-13 15:12:51
151,250017,2025-05-23,C0000107,대면,수도권,"호주산,미산 정육류,유럽삼겹 / 국내산냉동 우육,돈육",경기지사 축산영업담당자 미팅 롯데 협력사 계열에서 아토무역으로 이직(2개월) 향후 오스트리아 돈육/브라질 계육 매출 협의,없음,2025-06-13 15:12:51
150,250017,2025-05-22,C0000106,대면,수도권,"국내산 냉장돈육, 오스트리아삼겹,호주산 볼라전각 외",월 20~40백만 매출 발생중_x000B_2) 주 납품 품목: 직수입 삼겹 / 호주산 척갈비 외_x000B_3) 국내산 냉동돈육 시세대비 저렴한 단가 매입협의,없음,2025-06-13 15:12:51
149,250017,2025-05-20,C0000090,대면,수도권,"미산목전지 ,호주산 정육
","1)양녕육 제조사 / 주요매출경로(FC / 홈쇼핑) 2)오스트리아삼겹 월 100박스 내외 사용 및  호주산 정육 ,미산 목전지 사용 3)주 매입처: 선우/하이랜드",없음,2025-06-13 15:12:51
148,250017,2025-05-20,C0000102,대면,수도권,"미산 목전지, 삼겹양지",1)5월  73백만 매출중 / 5/28 수금 협의 2)스위프트목전지 7톤 금주중 이체 협의중,없음,2025-06-13 15:12:51
147,250017,2025-05-19,C0000105,대면,수도권,"엑셀,내셔널","1.기존 밴더사 / 고객사 등록 및 매출 협의_x000B_2.주력상품 엑셀,내셔널",없음,2025-06-13 15:12:51
146,250017,2025-05-19,C0000104,대면,수도권,"미산갈비,스미스413목전지,국내산 냉동후지,등심 ",1. 씨제이프레시원 남서울센터 내 세절 가공장 운영중_x000B_2. 씨제이프레시원 고객사에  세절육 공급중 _x000B_3. 스미스필드 413목전지 사용(타 넘버 사용X)_x000B_4. 월 평균 10~20백만 매출중 / 30백만 이상 목표,없음,2025-06-13 15:12:51
145,250017,2025-05-16,C0000103,대면,수도권,"시보드 볼살 / 시보드 목뼈 / 국내산 냉동 돈잡육,지방 외","1) 시보드 목뼈 제안 및 5월4주 1 FCL 제안_x000B_2) 판매가 1,780원  협의_x000B_3) 로컬 매입 1,750원 협의중_x000B_",없음,2025-06-13 15:12:51
144,250017,2025-05-15,C0000102,대면,수도권,스미스필드 목전지 / 스위프트 삼겹양지 외,"1) 스미스필드 목전지 14.15일  14톤 이체 완료_x000B_2)엑셀,스위프트 삼겹양지 차주 이체 협의",없음,2025-06-13 15:12:51
143,250017,2025-05-14,C0000092,대면,수도권,미국산/호주산,없음,없음,2025-06-13 15:12:51
142,250017,2025-05-14,C0000102,대면,수도권,스미스필드 목전지 / 스위프트 삼겹양지 외,"1. 프랜차이즈 전용상품 개발 외 도매_x000B_2.스미스필드목전지,스위프트삼겹양지 월 약 20톤 사용확인_x000B_3. 5/14 목전지 6톤 이체 완료_x000B_4. 5월4주차 스위프트삼겹양지 5톤 8,350원 제안중",없음,2025-06-13 15:12:51
141,250017,2025-05-13,C0000095,대면,수도권,"호주 전각,설도,삼겹양지,목심/미산전지/브라질정육/호주,뉴질랜드홍두깨/국내산후지 외",1) 5/13 잇츠올레/송산 티스부채 10백만 매출 _x000B_2)JBS벌크전지 1FCL + GBP목심 제안 / 차주 재협의,없음,2025-06-13 15:12:51
140,250017,2025-05-12,C0000101,대면,수도권,"미산,호주산 정육 / 국내산 냉동돈육","1) 유통기한 짧은 상품 선호(저 단가 중심)_x000B_2) 미산 전지,목전지 / 호주산 목심 외 주력 사용중",없음,2025-06-13 15:12:51
139,250017,2025-05-12,C0000100,대면,수도권,"AMH S 목심 / 미산 갈비 / 호주산정육 / 국내산우육,돈육냉동,냉장","1) 주요 판매경로: 대한항공 기내식 외_x000B_2) 주요 사용부위: 미산 냉장육 / AMH(S)목심 / 국내산 우육,돈육_x000B_3) 주요 수입상품 분할증명서,면장 서류 필요_x000B_4) 5월 70백만 매출 목표",없음,2025-06-13 15:12:51
138,250017,2025-05-08,C0000096,대면,수도권,"호주목심,볼라전각,스페인항정,미산목전지 외","1)국내산냉동후지 재고 8톤 확인_x000B_2)차주 호주목심,볼라전각 단가 제안. 납품협의",없음,2025-06-13 15:12:51
137,250017,2025-05-08,C0000095,대면,수도권,"호주 전각,설도,삼겹양지,목심/브라질정육/호주,뉴질랜드홍두깨/국내산후지 외","1) 4월 매출부진 및 5월 매출요청(아이오스,SFS,송산)_x000B_2)호주산 정육류 단가 인상에 의해 로컬매입↓기존 비축재고 소진중_x000B_3)주력 품목 호주,뉴질랜드 홍두깨 매입희망가 12,500 이하 / 로컬시세 13,500_x000B_4)랄프A목심 11,150원 5톤 제안 / 검토 후 3톤 미만으로 구매의사 확인",없음,2025-06-13 15:12:51
136,250017,2025-05-07,C0000109,대면,수도권,"DS삼겹,미산목전지,호주산정육,수입냉장,국내산돈육","1) 5월 2일 초도 납품이후 8일까지 매출 30백만 / GP 8%_x000B_2) 8일 기준 DS삼겹 80박스 납품 → 5월 250~300 박스 납품 목표_x000B_3) 5월9일 국내산냉장돈육 10백만 납품협의_x000B_4) 협의 부위: 수입냉장,냉동육+국내산 돈육_x000B_5) 축산 원육 월 100~150백만 매입(국내산 우육 제외/경매) _x000B_6) 5월 매출 50백만 목표에서 100백만 목표 상향",없음,2025-06-13 15:12:51
135,250017,2025-05-02,C0000099,대면,수도권,국내산 돈육,"1) 상지마트(원주) 국내산 돈육 공급 건 협의_x000B_2) 주 2회 배송,클레임 대응방안,단가 협의",없음,2025-06-13 15:12:51
134,250017,2025-05-02,C0000096,대면,수도권,미산 목전지/호주 설도.전각/유럽 항정/브라질 다리정육 외,1) 국내산 돈육 매입 / 수입육 매출 _x000B_2) 5월 국내산 돈육 매입 계약서 작성 및 수입육 매출 협의중(5월 1주 10백만 매출발생),없음,2025-06-13 15:12:51
133,250017,2025-04-30,C0000109,대면,수도권,"유럽삼겹/미산목전지/호주설도/미산냉장알목심/미산냉장늑간/국내산우육,돈육 ",") 4/30 신규방문 및 신규코드생성_x000B_  2) 마트 內  축육코너  별도 사업자 운영중(경방미트) _x000B_  3) 5월2일 약 1.2톤 초도 납품(DS삼겹 외 미산 목전지,미산냉장육)_x000B_  4) 월 전체 사용량 약 200백만 이상 확인 / 5월 50백만,6월 100백만 납품 목표 ",없음,2025-06-13 15:12:51
132,250017,2025-04-29,C0000098,대면,수도권,미산목전지/스페어립/미산삼겹양지/국내산냉동하부위,"한돈육가공 및 수입세절육 가공장 / 월 30~50백만 매출중 / 5월 50백만 매출 요청(국내산 냉동돈육, 미산 목전지,로인립 외)",없음,2025-06-13 15:12:51
131,250017,2025-04-29,C0000097,대면,수도권,오로라정육/스위프트38부채/란툴목전지 외,신규방문 / 5월 신규거래진행 /BRF다리정육 제안 및 란툴목전지 출고협의,없음,2025-06-13 15:12:51
